,Provider,PotentialFraud,AttendingPhysician,logattnd,BeneID,logpts,meanDiagCodes,DiagcodesRange,meanProcCodes,ProcCodesRange,MeanReimburse,ReimburseRange,ClaimCount,logClmCount,ClmsPerPhysician,ClmsPerPatnt,LogClmsPerPhysician,LogClmsPerPatnt
985,PRV52267,No,4,1.6094379124341003,10,2.3978952727983707,7.9,5,1.1,3,7890.0,14100,10,2.3978952727983707,2.5,1.0,0.9531107140525183,0.09440158443016944
986,PRV54215,No,7,2.0794415416798357,11,2.4849066497880004,8.5,3,0.8571428571428571,3,10142.857142857143,26000,14,2.70805020110221,2.0,1.2727272727272727,0.7405778176353306,0.3159570160590637
987,PRV56396,Yes,2,1.0986122886681098,24,3.2188758248682006,8.21875,7,0.6875,2,8406.25,29000,32,3.4965075614664802,16.0,1.3333333333333333,2.773862785897775,0.3596152234911152
988,PRV57189,Yes,4,1.6094379124341003,3,1.3862943611198906,8.75,2,0.5,1,14250.0,26000,4,1.6094379124341003,1.0,1.3333333333333333,0.09304054651047666,0.356907475040815
989,PRV52073,No,7,2.0794415416798357,28,3.367295829986474,8.25,7,0.9642857142857143,3,12321.42857142857,56000,28,3.367295829986474,4.0,1.0,1.4095942643176411,0.09498556771292013
990,PRV57636,No,3,1.3862943611198906,5,1.791759469228055,7.8,3,0.2,1,5600.0,7000,5,1.791759469228055,1.6666666666666667,1.0,0.5659554032448848,0.09349397879654764
991,PRV57519,No,11,2.4849066497880004,11,2.4849066497880004,8.0,5,0.6666666666666666,2,9416.666666666666,20000,12,2.5649493574615367,1.0909090909090908,1.0909090909090908,0.17388461243694517,0.17388461243694517
992,PRV53996,No,1,0.6931471805599453,2,1.0986122886681098,8.0,2,0.5,1,5500.0,11000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
993,PRV53424,No,4,1.6094379124341003,28,3.367295829986474,8.378378378378379,7,0.6486486486486487,3,10135.135135135135,57000,37,3.6375861597263857,9.25,1.3214285714285714,2.23290620071247,0.3513304483308723
994,PRV52346,No,15,2.772588722239781,18,2.9444389791664403,8.105263157894736,6,1.0526315789473684,3,10578.947368421053,27000,19,2.995732273553991,1.2666666666666666,1.0555555555555556,0.3117570197970676,0.14407390328682632
995,PRV54204,No,2,1.0986122886681098,4,1.6094379124341003,7.5,6,1.0,3,15550.0,48800,4,1.6094379124341003,2.0,1.0,0.7371878701162607,0.09304054651047666
996,PRV57569,Yes,3,1.3862943611198906,4,1.6094379124341003,8.8,3,0.6,2,6200.0,6000,5,1.791759469228055,1.6666666666666667,1.25,0.5659554032448848,0.29779288029227635
997,PRV55826,No,4,1.6094379124341003,4,1.6094379124341003,9.5,1,1.25,3,24000.0,48000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
998,PRV54342,No,6,1.9459101490553132,7,2.0794415416798357,8.142857142857142,4,0.2857142857142857,1,5600.0,8800,7,2.0794415416798357,1.1666666666666667,1.0,0.2348550690367873,0.09401248951061449
999,PRV52057,No,5,1.791759469228055,9,2.302585092994046,8.8,4,0.8,2,14800.0,57000,10,2.3978952727983707,2.0,1.1111111111111112,0.7400345756270829,0.19051945652597496
1000,PRV52308,Yes,16,2.833213344056216,32,3.4965075614664802,8.25,7,0.7,2,9117.5,44000,40,3.713572066704308,2.5,1.25,0.9549106784312136,0.299815289148527
1001,PRV56778,No,13,2.6390573296152584,15,2.772588722239781,8.4,7,0.5333333333333333,2,7600.0,24000,15,2.772588722239781,1.1538461538461537,1.0,0.22550816309973887,0.09470433948529736
1002,PRV57398,No,1,0.6931471805599453,3,1.3862943611198906,5.0,7,0.6666666666666666,1,16866.666666666668,46400,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
1003,PRV55027,Yes,9,2.302585092994046,13,2.6390573296152584,8.307692307692308,5,0.6923076923076923,2,11692.307692307691,55000,13,2.6390573296152584,1.4444444444444444,1.0,0.4336257083747091,0.09461117236638439
1004,PRV51809,No,1,0.6931471805599453,26,3.295836866004329,8.148148148148149,8,0.6666666666666666,3,8963.703703703704,33000,27,3.332204510175204,27.0,1.0384615384615385,3.289620296720689,0.12932706508257913
1005,PRV51414,No,3,1.3862943611198906,3,1.3862943611198906,9.0,0,0.6666666666666666,2,9333.333333333334,14000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1006,PRV51627,No,3,1.3862943611198906,3,1.3862943611198906,9.0,0,2.0,2,13000.0,22000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1007,PRV55934,Yes,4,1.6094379124341003,6,1.9459101490553132,6.5,7,0.3333333333333333,1,6333.333333333333,11000,6,1.9459101490553132,1.5,1.0,0.46766298684138863,0.09379640415951762
1008,PRV56763,No,10,2.3978952727983707,12,2.5649493574615367,8.384615384615385,6,1.0769230769230769,4,8846.153846153846,34000,13,2.6390573296152584,1.3,1.0833333333333333,0.3355441623086591,0.16757274857098384
1009,PRV56349,No,14,2.70805020110221,23,3.1780538303479458,8.0,6,0.8387096774193549,2,8935.483870967742,43000,31,3.4657359027997265,2.2142857142857144,1.3478260869565217,0.8384179261706094,0.36965852251826137
1010,PRV54959,No,7,2.0794415416798357,6,1.9459101490553132,9.0,3,1.1428571428571428,2,8142.857142857143,7000,7,2.0794415416798357,1.0,1.1666666666666667,0.09401248951061449,0.2348550690367873
1011,PRV56023,Yes,7,2.0794415416798357,7,2.0794415416798357,8.571428571428571,4,0.8571428571428571,2,10714.285714285714,25000,7,2.0794415416798357,1.0,1.0,0.09401248951061449,0.09401248951061449
1012,PRV51813,No,2,1.0986122886681098,10,2.3978952727983707,7.1,9,0.9,3,11000.0,27000,10,2.3978952727983707,5.0,1.0,1.6243510326293975,0.09440158443016944
1013,PRV55179,No,7,2.0794415416798357,16,2.833213344056216,8.3125,6,1.0625,2,9437.5,25000,16,2.833213344056216,2.2857142857142856,1.0,0.8681308968229817,0.09474219160320908
1014,PRV55250,Yes,2,1.0986122886681098,19,2.995732273553991,7.739130434782608,7,1.0,3,11391.304347826086,56000,23,3.1780538303479458,11.5,1.2105263157894737,2.446060659120629,0.2699428068064775
1015,PRV55383,No,2,1.0986122886681098,8,2.1972245773362196,8.375,6,0.75,2,8750.0,9000,8,2.1972245773362196,4.0,1.0,1.4061213759832898,0.0941745903114069
1016,PRV51488,No,3,1.3862943611198906,3,1.3862943611198906,8.0,3,0.6666666666666666,2,5000.0,10000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1017,PRV51128,No,1,0.6931471805599453,3,1.3862943611198906,8.4,2,0.6,1,18000.0,22000,5,1.791759469228055,5.0,1.6666666666666667,1.6194862680876214,0.5659554032448848
1018,PRV55509,Yes,18,2.9444389791664403,27,3.332204510175204,8.071428571428571,6,0.7142857142857143,2,12821.42857142857,54000,28,3.367295829986474,1.5555555555555556,1.037037037037037,0.5036147908074489,0.1280880595480315
1019,PRV56500,No,1,0.6931471805599453,3,1.3862943611198906,8.666666666666666,1,0.0,0,6333.333333333333,3000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
1020,PRV56286,No,1,0.6931471805599453,1,0.6931471805599453,10.0,0,1.0,0,23000.0,0,1,0.6931471805599453,1.0,1.0,0.08626852688737491,0.08626852688737491
1021,PRV56435,Yes,3,1.3862943611198906,4,1.6094379124341003,8.25,3,0.75,2,7500.0,17000,4,1.6094379124341003,1.3333333333333333,1.0,0.356907475040815,0.09304054651047666
1022,PRV54933,Yes,2,1.0986122886681098,23,3.1780538303479458,8.413793103448276,5,0.9655172413793104,4,9206.896551724138,41000,29,3.4011973816621555,14.5,1.2608695652173914,2.676068233192194,0.30772114187026756
1023,PRV55692,No,3,1.3862943611198906,3,1.3862943611198906,8.0,3,0.0,0,7333.333333333333,6000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1024,PRV51455,No,9,2.302585092994046,9,2.302585092994046,8.11111111111111,6,0.7777777777777778,2,11866.666666666666,37200,9,2.302585092994046,1.0,1.0,0.09430069052013113,0.09430069052013113
1025,PRV57082,No,2,1.0986122886681098,5,1.791759469228055,8.2,3,1.0,2,20000.0,54000,5,1.791759469228055,2.5,1.0,0.9507161927199511,0.09349397879654764
1026,PRV56161,Yes,1,0.6931471805599453,12,2.5649493574615367,8.461538461538462,5,0.5384615384615384,2,7769.2307692307695,14000,13,2.6390573296152584,13.0,1.0833333333333333,2.5627382323183654,0.16757274857098384
1027,PRV55836,No,12,2.5649493574615367,15,2.772588722239781,8.466666666666667,5,0.6666666666666666,2,7266.666666666667,17000,15,2.772588722239781,1.25,1.0,0.2993333326363891,0.09470433948529736
1028,PRV54931,Yes,18,2.9444389791664403,22,3.1354942159291497,8.041666666666666,7,0.7083333333333334,2,10083.333333333334,37000,24,3.2188758248682006,1.3333333333333333,1.0909090909090908,0.35948609167849216,0.17430068243923488
1029,PRV55443,No,1,0.6931471805599453,27,3.332204510175204,8.3,9,1.0,3,11223.333333333334,38300,30,3.4339872044851463,30.0,1.1111111111111112,3.394608062941166,0.1911984906708485
1030,PRV52564,No,5,1.791759469228055,5,1.791759469228055,7.6,5,0.4,1,7000.0,6000,5,1.791759469228055,1.0,1.0,0.09349397879654764,0.09349397879654764
1031,PRV55392,No,10,2.3978952727983707,20,3.044522437723423,8.347826086956522,8,0.6956521739130435,3,10956.521739130434,33000,23,3.1780538303479458,2.3,1.15,0.8745109028194517,0.22268367547258006
1032,PRV57204,Yes,1,0.6931471805599453,16,2.833213344056216,7.666666666666667,7,0.9523809523809523,2,8809.52380952381,43000,21,3.091042453358316,21.0,1.3125,3.0393701018707517,0.34478062607832305
1033,PRV57073,No,1,0.6931471805599453,9,2.302585092994046,8.5,3,0.6,2,10800.0,49000,10,2.3978952727983707,10.0,1.1111111111111112,2.302684097993879,0.19051945652597496
1034,PRV55821,Yes,1,0.6931471805599453,13,2.6390573296152584,7.0,8,0.6923076923076923,2,12615.384615384615,36000,13,2.6390573296152584,13.0,1.0,2.5627382323183654,0.09461117236638439
1035,PRV53243,No,7,2.0794415416798357,9,2.302585092994046,7.777777777777778,3,0.7777777777777778,2,11111.111111111111,24000,9,2.302585092994046,1.2857142857142858,1.0,0.3248912719326479,0.09430069052013113
1036,PRV55237,No,10,2.3978952727983707,15,2.772588722239781,7.8,7,0.4666666666666667,1,7400.0,21000,15,2.772588722239781,1.5,1.0,0.46906662695960855,0.09470433948529736
1037,PRV51935,No,3,1.3862943611198906,3,1.3862943611198906,9.333333333333334,1,1.0,0,7333.333333333333,12000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1038,PRV52188,No,1,0.6931471805599453,13,2.6390573296152584,7.857142857142857,7,0.6428571428571429,3,11785.714285714286,56000,14,2.70805020110221,14.0,1.0769230769230769,2.636295386001925,0.16219989321526262
1039,PRV55160,No,3,1.3862943611198906,10,2.3978952727983707,7.7,5,1.2,3,12000.0,42000,10,2.3978952727983707,3.3333333333333335,1.0,1.2303008991407722,0.09440158443016944
1040,PRV56733,No,2,1.0986122886681098,12,2.5649493574615367,8.916666666666666,3,0.5,2,6583.333333333333,17000,12,2.5649493574615367,6.0,1.0,1.8033831935222129,0.09455294820673041
1041,PRV56461,No,9,2.302585092994046,10,2.3978952727983707,7.5,7,0.8,2,10000.0,28000,10,2.3978952727983707,1.1111111111111112,1.0,0.19051945652597496,0.09440158443016944
1042,PRV56746,No,13,2.6390573296152584,15,2.772588722239781,8.0,4,0.8,3,10666.666666666666,35000,15,2.772588722239781,1.1538461538461537,1.0,0.22550816309973887,0.09470433948529736
1043,PRV57525,Yes,14,2.70805020110221,20,3.044522437723423,8.238095238095237,6,0.7619047619047619,3,9380.952380952382,32000,21,3.091042453358316,1.5,1.05,0.4693342403727587,0.139305544649225
1044,PRV53319,No,1,0.6931471805599453,9,2.302585092994046,7.6923076923076925,7,0.6153846153846154,2,7615.384615384615,13000,13,2.6390573296152584,13.0,1.4444444444444444,2.5627382323183654,0.4336257083747091
1045,PRV56336,No,1,0.6931471805599453,21,3.091042453358316,8.619047619047619,6,0.6666666666666666,3,11285.714285714286,38000,21,3.091042453358316,21.0,1.0,3.0393701018707517,0.09487739177714193
1046,PRV54789,No,3,1.3862943611198906,3,1.3862943611198906,7.666666666666667,4,0.3333333333333333,1,10000.0,7000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1047,PRV51350,No,14,2.70805020110221,20,3.044522437723423,7.380952380952381,8,0.8571428571428571,3,6761.9047619047615,13000,21,3.091042453358316,1.5,1.05,0.4693342403727587,0.139305544649225
1048,PRV51406,No,6,1.9459101490553132,8,2.1972245773362196,9.25,2,0.625,2,11875.0,43000,8,2.1972245773362196,1.3333333333333333,1.0,0.35845372702222644,0.0941745903114069
1049,PRV56403,Yes,4,1.6094379124341003,8,2.1972245773362196,7.3,7,0.5,1,6700.0,13000,10,2.3978952727983707,2.5,1.25,0.9531107140525183,0.29894796135606927
1050,PRV51526,No,7,2.0794415416798357,7,2.0794415416798357,6.714285714285714,5,1.0,2,5057.142857142857,12600,7,2.0794415416798357,1.0,1.0,0.09401248951061449,0.09401248951061449
1051,PRV54500,No,1,0.6931471805599453,2,1.0986122886681098,10.0,0,1.0,2,12500.0,7000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
1052,PRV51249,Yes,7,2.0794415416798357,40,3.713572066704308,7.490196078431373,7,0.6274509803921569,3,9921.56862745098,55000,51,3.9512437185814275,7.285714285714286,1.275,1.9981394226405915,0.31822194401622195
1053,PRV57072,No,2,1.0986122886681098,4,1.6094379124341003,8.25,3,1.0,2,7500.0,10000,4,1.6094379124341003,2.0,1.0,0.7371878701162607,0.09304054651047666
1054,PRV57347,No,16,2.833213344056216,17,2.8903717578961645,7.235294117647059,7,0.5294117647058824,1,6882.35294117647,15000,17,2.8903717578961645,1.0625,1.0,0.15000181570619053,0.09477559195881244
1055,PRV52353,No,4,1.6094379124341003,4,1.6094379124341003,8.333333333333334,4,0.8333333333333334,2,23333.333333333332,96000,6,1.9459101490553132,1.5,1.5,0.46766298684138863,0.46766298684138863
1056,PRV51532,No,5,1.791759469228055,6,1.9459101490553132,8.666666666666666,2,0.5,1,10000.0,12000,6,1.9459101490553132,1.2,1.0,0.26052009612555843,0.09379640415951762
1057,PRV57719,No,4,1.6094379124341003,4,1.6094379124341003,8.25,5,0.75,2,19000.0,52000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
1058,PRV51828,No,3,1.3862943611198906,11,2.4849066497880004,8.0,6,0.8181818181818182,2,10090.90909090909,23000,11,2.4849066497880004,3.6666666666666665,1.0,1.3229511386172295,0.09448414308132681
1059,PRV53249,No,1,0.6931471805599453,5,1.791759469228055,8.333333333333334,4,0.6666666666666666,2,9000.0,17000,6,1.9459101490553132,6.0,1.2,1.7985023613165472,0.26052009612555843
1060,PRV54209,Yes,17,2.8903717578961645,19,2.995732273553991,7.9,8,0.65,3,7330.0,28400,20,3.044522437723423,1.1764705882352942,1.0526315789473684,0.24355693602616565,0.14156714138009208
1061,PRV51919,No,3,1.3862943611198906,6,1.9459101490553132,8.833333333333334,1,1.0,3,16833.333333333332,36000,6,1.9459101490553132,2.0,1.0,0.7387682721991342,0.09379640415951762
1062,PRV54841,No,2,1.0986122886681098,2,1.0986122886681098,9.0,0,0.6666666666666666,1,16666.666666666668,20000,3,1.3862943611198906,1.5,1.5,0.46532853891674175,0.46532853891674175
1063,PRV55431,No,1,0.6931471805599453,2,1.0986122886681098,8.5,1,1.0,2,29000.0,52000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
1064,PRV54542,No,1,0.6931471805599453,3,1.3862943611198906,8.2,2,0.4,1,6600.0,5000,5,1.791759469228055,5.0,1.6666666666666667,1.6194862680876214,0.5659554032448848
1065,PRV54818,No,2,1.0986122886681098,5,1.791759469228055,7.4,5,0.4,1,9200.0,24000,5,1.791759469228055,2.5,1.0,0.9507161927199511,0.09349397879654764
1066,PRV54378,No,15,2.772588722239781,16,2.833213344056216,8.11111111111111,6,0.7777777777777778,3,10388.888888888889,32000,18,2.9444389791664403,1.2,1.125,0.2617491006607332,0.2023670583345148
1067,PRV51261,No,15,2.772588722239781,25,3.258096538021482,7.230769230769231,8,0.7692307692307693,2,9423.076923076924,27000,26,3.295836866004329,1.7333333333333334,1.04,0.6055057220023777,0.13066342948881587
1068,PRV53021,Yes,1,0.6931471805599453,15,2.772588722239781,8.333333333333334,6,0.6666666666666666,2,11833.333333333334,27000,18,2.9444389791664403,18.0,1.2,2.886016854511248,0.2617491006607332
1069,PRV53005,Yes,11,2.4849066497880004,14,2.70805020110221,8.125,7,0.75,3,10012.5,37000,16,2.833213344056216,1.4545454545454546,1.1428571428571428,0.44033299059632813,0.21675631548452584
1070,PRV56571,No,3,1.3862943611198906,3,1.3862943611198906,8.666666666666666,1,0.3333333333333333,1,9000.0,14000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1071,PRV51927,No,2,1.0986122886681098,5,1.791759469228055,9.2,1,1.0,2,12800.0,15000,5,1.791759469228055,2.5,1.0,0.9507161927199511,0.09349397879654764
1072,PRV51474,No,1,0.6931471805599453,37,3.6375861597263857,8.292682926829269,6,0.9024390243902439,3,9765.853658536585,24600,41,3.7376696182833684,41.0,1.1081081081081081,3.7060821212532726,0.18880772633587664
1073,PRV56390,No,2,1.0986122886681098,2,1.0986122886681098,9.0,0,0.5,1,20000.0,18000,2,1.0986122886681098,1.0,1.0,0.09077708047334043,0.09077708047334043
1074,PRV51430,No,8,2.1972245773362196,17,2.8903717578961645,7.9411764705882355,7,0.7058823529411765,3,10941.176470588236,36000,17,2.8903717578961645,2.125,1.0,0.798563874415028,0.09477559195881244
1075,PRV54461,No,4,1.6094379124341003,12,2.5649493574615367,8.416666666666666,5,1.1666666666666667,3,12666.666666666666,32000,12,2.5649493574615367,3.0,1.0,1.1289858732021576,0.09455294820673041
1076,PRV56106,No,1,0.6931471805599453,2,1.0986122886681098,9.5,1,0.5,1,5000.0,4000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
1077,PRV51072,No,10,2.3978952727983707,12,2.5649493574615367,8.833333333333334,5,0.5,1,6000.0,11000,12,2.5649493574615367,1.2,1.0,0.26144168425290254,0.09455294820673041
1078,PRV55937,No,7,2.0794415416798357,6,1.9459101490553132,8.285714285714286,4,0.8571428571428571,3,6142.857142857143,11000,7,2.0794415416798357,1.0,1.1666666666666667,0.09401248951061449,0.2348550690367873
1079,PRV52602,No,7,2.0794415416798357,8,2.1972245773362196,7.444444444444445,8,0.6666666666666666,1,9333.333333333334,31000,9,2.302585092994046,1.2857142857142858,1.125,0.3248912719326479,0.20179366020677508
1080,PRV51231,No,1,0.6931471805599453,2,1.0986122886681098,7.5,3,2.0,0,8000.0,0,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
1081,PRV51258,No,1,0.6931471805599453,7,2.0794415416798357,8.125,5,0.875,2,12250.0,25000,8,2.1972245773362196,8.0,1.1428571428571428,2.082037179995186,0.21610026053738876
1082,PRV54970,No,4,1.6094379124341003,6,1.9459101490553132,8.5,3,0.5,1,5666.666666666667,12000,6,1.9459101490553132,1.5,1.0,0.46766298684138863,0.09379640415951762
1083,PRV53107,No,3,1.3862943611198906,9,2.302585092994046,7.888888888888889,7,1.2222222222222223,2,11444.444444444445,26000,9,2.302585092994046,3.0,1.0,1.1281818424995456,0.09430069052013113
1084,PRV56904,No,4,1.6094379124341003,4,1.6094379124341003,9.25,1,0.75,1,7000.0,9000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
1085,PRV52549,No,6,1.9459101490553132,5,1.791759469228055,8.0,5,0.5,1,6500.0,18000,6,1.9459101490553132,1.0,1.2,0.09379640415951762,0.26052009612555843
1086,PRV54327,Yes,11,2.4849066497880004,12,2.5649493574615367,8.307692307692308,6,0.6923076923076923,2,13615.384615384615,57000,13,2.6390573296152584,1.1818181818181819,1.0833333333333333,0.24744176612050464,0.16757274857098384
1087,PRV52584,No,3,1.3862943611198906,3,1.3862943611198906,9.0,0,1.3333333333333333,1,15000.0,7000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1088,PRV55567,No,11,2.4849066497880004,21,3.091042453358316,7.9523809523809526,6,0.7142857142857143,3,9776.190476190477,46000,21,3.091042453358316,1.9090909090909092,1.0,0.6968189056341976,0.09487739177714193
1089,PRV53444,No,8,2.1972245773362196,9,2.302585092994046,8.2,3,0.7,1,9700.0,21000,10,2.3978952727983707,1.25,1.1111111111111112,0.29894796135606927,0.19051945652597496
1090,PRV52295,No,3,1.3862943611198906,5,1.791759469228055,8.0,4,0.4,1,3800.0,2000,5,1.791759469228055,1.6666666666666667,1.0,0.5659554032448848,0.09349397879654764
1091,PRV55710,No,5,1.791759469228055,6,1.9459101490553132,8.333333333333334,4,0.6666666666666666,2,6000.0,5000,6,1.9459101490553132,1.2,1.0,0.26052009612555843,0.09379640415951762
1092,PRV55682,No,5,1.791759469228055,5,1.791759469228055,9.0,0,0.8333333333333334,2,9500.0,13000,6,1.9459101490553132,1.2,1.2,0.26052009612555843,0.26052009612555843
1093,PRV54103,Yes,2,1.0986122886681098,7,2.0794415416798357,7.75,3,0.5,1,7250.0,14000,8,2.1972245773362196,4.0,1.1428571428571428,1.4061213759832898,0.21610026053738876
1094,PRV55121,No,3,1.3862943611198906,20,3.044522437723423,7.8,7,0.5,2,8653.5,57000,20,3.044522437723423,6.666666666666667,1.0,1.908730067157414,0.09485575827510169
1095,PRV52910,No,1,0.6931471805599453,9,2.302585092994046,7.1,7,0.3,1,14900.0,54000,10,2.3978952727983707,10.0,1.1111111111111112,2.302684097993879,0.19051945652597496
1096,PRV56384,No,1,0.6931471805599453,2,1.0986122886681098,7.0,4,0.0,0,9000.0,10000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
1097,PRV52195,Yes,8,2.1972245773362196,10,2.3978952727983707,8.4,5,0.6,2,12000.0,43000,10,2.3978952727983707,1.25,1.0,0.29894796135606927,0.09440158443016944
1098,PRV56449,No,9,2.302585092994046,13,2.6390573296152584,8.692307692307692,4,0.8461538461538461,2,13307.692307692309,54000,13,2.6390573296152584,1.4444444444444444,1.0,0.4336257083747091,0.09461117236638439
1099,PRV51089,No,11,2.4849066497880004,18,2.9444389791664403,8.444444444444445,6,0.9444444444444444,2,9833.333333333334,41000,18,2.9444389791664403,1.6363636363636365,1.0,0.5509367389684094,0.09480528228779266
1100,PRV57324,No,19,2.995732273553991,21,3.091042453358316,8.454545454545455,5,0.45454545454545453,2,8545.454545454546,35000,22,3.1354942159291497,1.1578947368421053,1.0476190476190477,0.2289551425660009,0.13725481855479105
1101,PRV55150,No,2,1.0986122886681098,4,1.6094379124341003,8.75,1,0.25,1,4750.0,7000,4,1.6094379124341003,2.0,1.0,0.7371878701162607,0.09304054651047666
1102,PRV56789,No,3,1.3862943611198906,7,2.0794415416798357,6.857142857142857,8,0.42857142857142855,1,6857.142857142857,18000,7,2.0794415416798357,2.3333333333333335,1.0,0.8860712463131645,0.09401248951061449
1103,PRV51620,No,2,1.0986122886681098,3,1.3862943611198906,9.0,0,1.0,0,6666.666666666667,4000,3,1.3862943611198906,1.5,1.0,0.46532853891674175,0.09228537411027177
1104,PRV51023,No,4,1.6094379124341003,9,2.302585092994046,8.0,3,0.5555555555555556,1,6000.0,10000,9,2.302585092994046,2.25,1.0,0.8520248252779361,0.09430069052013113
1105,PRV55662,No,1,0.6931471805599453,27,3.332204510175204,7.785714285714286,9,0.75,3,8321.42857142857,23000,28,3.367295829986474,28.0,1.037037037037037,3.325854832041935,0.1280880595480315
1106,PRV55453,Yes,12,2.5649493574615367,12,2.5649493574615367,8.692307692307692,3,0.7692307692307693,2,7846.153846153846,17000,13,2.6390573296152584,1.0833333333333333,1.0833333333333333,0.16757274857098384,0.16757274857098384
1107,PRV53436,No,3,1.3862943611198906,3,1.3862943611198906,9.0,0,1.0,2,4666.666666666667,1000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
1108,PRV57319,No,3,1.3862943611198906,15,2.772588722239781,8.5,7,0.6875,2,6687.5,15000,16,2.833213344056216,5.333333333333333,1.0666666666666667,1.6892863768633684,0.15354137650864988
1109,PRV55815,No,2,1.0986122886681098,4,1.6094379124341003,9.0,0,0.5,1,3000.0,5000,4,1.6094379124341003,2.0,1.0,0.7371878701162607,0.09304054651047666
1110,PRV51929,No,4,1.6094379124341003,8,2.1972245773362196,7.875,5,0.75,2,8875.0,20000,8,2.1972245773362196,2.0,1.0,0.7395595050642324,0.0941745903114069
1111,PRV53618,No,10,2.3978952727983707,11,2.4849066497880004,8.25,4,0.4166666666666667,2,5000.0,10000,12,2.5649493574615367,1.2,1.0909090909090908,0.26144168425290254,0.17388461243694517
1112,PRV53281,No,3,1.3862943611198906,18,2.9444389791664403,7.285714285714286,5,0.47619047619047616,2,6238.0952380952385,15000,21,3.091042453358316,7.0,1.1666666666666667,1.956813941209363,0.23587723545984685
1113,PRV53668,Yes,6,1.9459101490553132,16,2.833213344056216,8.1875,6,0.5625,1,8825.0,30800,16,2.833213344056216,2.6666666666666665,1.0,1.0160381859648229,0.09474219160320908
1114,PRV52708,No,3,1.3862943611198906,4,1.6094379124341003,7.8,2,0.4,1,6400.0,10000,5,1.791759469228055,1.6666666666666667,1.25,0.5659554032448848,0.29779288029227635
1115,PRV54559,No,18,2.9444389791664403,21,3.091042453358316,8.083333333333334,6,0.8333333333333334,2,10208.333333333334,43000,24,3.2188758248682006,1.3333333333333333,1.1428571428571428,0.35948609167849216,0.2169751129140145
1116,PRV55148,No,1,0.6931471805599453,1,0.6931471805599453,9.0,0,1.0,0,7000.0,0,1,0.6931471805599453,1.0,1.0,0.08626852688737491,0.08626852688737491
1117,PRV57495,Yes,30,3.4339872044851463,34,3.5553480614894135,8.27027027027027,6,0.5675675675675675,2,10459.45945945946,57000,37,3.6375861597263857,1.2333333333333334,1.088235294117647,0.28737379434916577,0.17219993811691056
1118,PRV52445,Yes,3,1.3862943611198906,5,1.791759469228055,7.6,5,1.0,2,20400.0,40000,5,1.791759469228055,1.6666666666666667,1.0,0.5659554032448848,0.09349397879654764
1119,PRV56800,No,4,1.6094379124341003,6,1.9459101490553132,8.714285714285714,5,0.8571428571428571,2,13142.857142857143,17000,7,2.0794415416798357,1.75,1.1666666666666667,0.6128238848968516,0.2348550690367873
1120,PRV51442,No,2,1.0986122886681098,2,1.0986122886681098,7.5,3,0.0,0,12500.0,17000,2,1.0986122886681098,1.0,1.0,0.09077708047334043,0.09077708047334043
1121,PRV53613,No,2,1.0986122886681098,14,2.70805020110221,6.8,8,0.8,3,9133.333333333334,21000,15,2.772588722239781,7.5,1.0714285714285714,2.023226493090898,0.15757094823205642
1122,PRV56753,No,7,2.0794415416798357,8,2.1972245773362196,7.666666666666667,8,0.7777777777777778,2,10333.333333333334,25000,9,2.302585092994046,1.2857142857142858,1.125,0.3248912719326479,0.20179366020677508
1123,PRV52582,No,13,2.6390573296152584,19,2.995732273553991,7.894736842105263,7,0.631578947368421,2,10000.0,54000,19,2.995732273553991,1.4615384615384615,1.0,0.4449518533937843,0.09483184821575379
1124,PRV56259,Yes,14,2.70805020110221,15,2.772588722239781,8.375,6,0.625,3,6750.0,22000,16,2.833213344056216,1.1428571428571428,1.0666666666666667,0.21675631548452584,0.15354137650864988
1125,PRV57185,Yes,4,1.6094379124341003,7,2.0794415416798357,7.428571428571429,5,1.0,2,16571.428571428572,42000,7,2.0794415416798357,1.75,1.0,0.6128238848968516,0.09401248951061449
